Iv,TPSA(NO),TPSA(Tot),nHDon,Hy,nO,nHAcc,SIC1,SEige,G(N..O),T(O..O),G(O..O),T(N..O),AAC,CIC2,nDB,T(N..N),BIC1,nR05,G(N..N),CIC1,nN,SEigv,D/Dr05,MLOGP2,IC1,BLTA96,BLTF96,MLOGP,BLTD48,SRW07,DELS,ALOGP,MAXDP,SRW09,SEigp,SRW05,nROH,ESpm01d,SIC2,MATS3e,SEigZ,nHBonds,SPI,C-033,SEigm,ZM1V,MATS3v,Ss,nC(=N)N2,CIC3,C-041,ALOGP2,BIC2,BAC,ZM2V,MATS3p,MATS3m,nCconj,EEig05d,X4Av,MATS1m,GGI1,Mor12m,EEig06d,nRNH2,GGI10,MATS5m,TIE,C-034,MATS5e,C-028,C-040,ESpm03d,nPyrroles,GMTIV,N-075,Mor32e,IC2,GATS5m,GGI9,nRCOOH,Rww,O-056,Mor14m,O-057,H-048,MATS1e,R1e+,RDF035m,RDF095m,RDF115m,RDF115e,G(N..S),Mor32u,T(O..S),X5Av,MATS2m,X1Av,BLI,O-058,MATS1p,GGI8,X0Av,Ram,Mor07m,EEig07d,SIC0,DISPe,G(O..S),H4m,RDF115u,RDF115v,SMTIV,Mor14e,GGI3,Mor11u,T(N..S),EEig04d,RDF115p,Mor16m,GATS5e,MATS2p,ESpm05d,N-074,MATS5v,GATS5p,GATS5v,Mor14u,MATS1v,MATS4m,GGI5,Mor30m,H-046,JGI10,TIC1,nThiazoles,RDF120m,D/D,Mor11e,RDF125e,RDF120p,Mor16v,J3D,RDF125u,C-035,nOHs,GGI4,C-031,RDF120v,RDF110e,RDF130e,nOHp,RDF120e,RDF105e,N-072,Mor21u,Mor02m,MAXDN,RDF100m,ESpm07d,EEig06x,IAC,RDF130u,GATS6p,Dz,RDF120u,RDF110u,MATS5p,RDF110v,UNIP,Mor21e,S0K,RDF105u,C-044,QW,IDET,R3u,ECC,W,CIC4,AEigp,ESpm09d,HyDp,AEigv,GATS3e,GATS8v,As,MATS8v,E3e,G2,VDA,IDMT,Uindex,L1s,MATS4p,GATS4m,RDF095e,RDF135e,Vs,Whetv,CIC5,Eig1p,R1m,GGI2,R1u+,ESpm11d,Eig1v,SMTI,Whetp,EEig05x,Mor21v,L1e,MDDD,RDF095v,Mor21p,EEig02d,GGI7,RDF105v,CSI,Mor09v,L1u,GATS6m,ESpm13d,N-076,EEig06r,X0sol,Ts,RDF135u,nN+,O-061,SP19,GATS3v,RDF125v,Mor16p,SP20,SP18,Mor12v,ESpm15d,X2Av,Whete,DP19,X2sol,DP20,DP18,SP17,Ui,RDF110p,GMTI,SCBO,DECC,DP17,Mor14p,EEig05r,SP16,RDF105p,nArNO2,nFuranes,DP16,IVDE,X0,E3u,RDF130v,Ms,Mor14v,GATS6v,RDF095p,SP15,DP15,Whetm,WhetZ,nBM,Mor30p,Mor17e,BIC0,nR09,RDF095u,RDF125p,C-002,CENT,MATS4v,DP14,SP14,LPRS,ESpm06d,G1,Mor09u,ITH,Mor09e,RDF130p,ESpm04d,D/Dr09,EEig07x,DP13,X2,SP13,QYYe,ESpm08d,Mor21m,GATS4p,Te,X3Av,MATS4e,Ae,Mor01m,SIC3,Mor12p,DP12,RDF020v,Tu,Au,QZZe,MATS6e,ESpm10d,Eig1e,SP12,ATS8e,Har2,Mor30v,L1v,RTe+,H5m,MPC02,AEige,H8m,ESpm12d,GATS6e,MATS8p,DP11,Wap,ESpm14d,P1v,EEig01d,RDSQ,P1e,SP11,GATS3p,R4m,MATS2v,AECC,RTu+,P1p,XMOD,SRW04,SRW06,EEig04x,QYYv,RDF085v,ZM2,RDF100e,BID,DP10,X4sol,Eig1m,L1p,nSK,RDF080m,Eig1Z,ZM1,GATS8p,P1u,S1K,WA,RDF100v,Mor13e,H5v,Mor09p,SP10,nArNR2,VAR,AEigm,AEigZ,RHyDp,X3sol,QYYm,MATS6v,w,MPC03,SRW08,Neoplastic-80,H-049,Har,X1sol,DP09,Ke,MATS8e,RDF100p,EEig03d,SPH,RDF020e,Ve,Mor23u,RDF100u,Mor09m,QZZv,GATS3m,C-042,Mor17u,X3,EEig07r,SP09,Vu,Mor23m,Xu,RDF105m,Ku,GATS8e,Mor22u,X4,TI2,GATS1m,MPC04,VRp1,VRv1,VRm1,QYYp,VRZ1,VRD1,SRW10,VRe1,Kp,Tv,TIC2,DP08,VRA1,I-099,CID,nBO,SRW02,EEig08d,ICR,ATS8m,Kv,ww,X1,QZZm,JGI5,Av,ESpm02d,Mor18m,JGI7,S-107,MW,Qindex,RDF085m,EPS1,SP08,GATS2p,Mor28e,TI1,RDF140e,GATS2m,piPC08,RDF140u,IDDE,DP07,piPC07,Mor23e,RDF020p,RDF135v,Tp,Mor13p,MATS6m,QZZp,ESpm03u,Ap,MATS6p,Pol,Vv,BIC3,RDF020u,EPS0,RDF085p,RDF085e,piPC06,SP07,GGI6,DP06,Vm,VEe1,piPC02,VED1,ATS4m,ATS4e,nArCOOH,VEZ1,VEm1,RDF135p,RGyr,EEig04r,H5p,Mor07e,RDF145e,IC3,VEv1,Am,L1m,Vp,GATS4v,VEp1,RDF140v,Mor28u,R2u,H1m,DP05,SP06,ATS5e,ATS7e,RDF145u,Mor15u,piPC01,Mor13u,piPC09,RDF140p,piPC03,W3D,E1s,MATS2e,nImidazoles,N-073,DP04,Me,Mor07v,RDF035v,RDF150u,P1m,Mor04m,R1e,ATS1e,TWC,P2p,RDF150e,SP05,Tm,ATS1m,SNar,RDF080v,RDCHI,RDF085u,RDF065m,DP03,RCI,ATS5m,JGI6,TPC,nI,piPC10,piPC04,EEig12x,piID,EEig03x,EEig08x,HVcpx,RDF140m,ATS2e,RDF090e,ESpm03x,ATS6e,H8v,nS,PCR,DP02,SP04,nOxolanes,R3e,Mor05m,ESpm05u,RDF145v,ESpm02x,RDF145p,nCs,RARS,ATS8v,RDF130m,RDF090m,ATS7m,ESpm04x,GATS4e,IDE,MPC06,H-051,ATS2m,piPC05,RDF035p,AGDD,DP01,Jhetp,Km,E1e,RDF110m,P2e,ESpm05x,SP03,ATS3e,Mor31p,RDF145m,Mor22e,HATS1e,Ds,BELp6,ATS6m,GATS1p,BELp7,H5e,MPC05,Mor01e,RDF080p,RDF025m,RDF060m,Mor31v,P2m,TIC3,Mor24v,Mor07p,PCD,ATS8p,ESpm06x,BELp8,P2s,P2u,RDF080e,IDDM,EEig02x,RDF090u,Jhetv,X5sol,Mor20u,ESpm07u,H4v,IDM,X5,RDF075m,ATS3m,N-070,EEig10x,MPC10,Mor15e,Inflammat-50,RDF155e,JGT,ESpm07x,RDF155u,nArCONR2,SP02,Hypertens-50,Mor01v,P1s,MPC07,RDF125m,RDF090v,SPAN,Mor25u,RDF055m,BELv8,IVDM,Mor20e,G2s,Mor07u,ESpm08x,BELe6,Mor13v,MPC08,BELv7,EEig09x,ESpm09u,Mor22p,H1e,EEig01x,TIC4,BELv6,H8p,X0v,nAB,RDF035e,TIC5,RBN,Mor24p,ESpm09x,Mor30e,GATS7p,MPC09,H7v,RDF045m,EEig11x,BEHm8,Mor25e,nTB,ESpm02u,RDF080u,nArNHR,DDI,Neoplastic-50,ESpm11u,GATS7e,T(S..F),ESpm10x,GATS7v,R8e+,ASP,Mor31m,BEHm7,Hypnotic-80,Ks,H6v,G(S..F),Mor04p,MWC02,Mor04v,ESpm11x,ESpm13u,RTm,VEA1,H7e,RDF135m,SP01,R8m,Mor18v,Mor01u,RDF155p,SIC4,RDF155v,X4A,EEig08r,GATS2v,E1u,IC4,ESpm01r,H2m,RDF070e,ESpm15u,ESpm12x,HATS4u,Mor29e,Mor01p,nR=Ct,EEig03r,BELe5,Mor24m,ESpm13x,R7e+,ESpm02r,MWC03,R4v+,Mor19e,C-008,RDF090p,ATS4v,nCrq,R4m+,BELe7,ESpm14x,BEHm6,ATS5v,nR11,ESpm15x,HATS3u,nRCONHR,ATS4p,Mor29u,RDF045e,AMR,MWC04,logBB Property
1,52,52,4,8,0,2,0.35499999,0.27599999,0,0,0,0,0.91799998,2,0,0,0,0,0,2,2,-0.87800002,0,5,0.91799998,0.89999998,0.41999999,-2,0.69999999,0,0,-1,0,0,-1.2,0,0,0,0.35499999,0,0.28600001,0,0,0,0.285,18,0,8,0,3,0,1,0,4,9,0,0,0,0,0,1,0,-6.70E-02,0,0,0,0,1.80E-02,0,0,0,0,0,0,9,0,6.80E-02,0.91799998,0,0,0,1,0,3.40E-02,0,0,1,0.40099999,0,0,0,0,0,6.30E-02,0,0,0,0.333,1,0,1,0,0.57700002,0,0.077,0,0.35499999,7.20E-02,0,0,0,0,24,0.32100001,0,-0.21799999,0,0,0,1.60E-02,0,0,0,0,0,0,0,0.289,1,0,0,-4.00E-02,0,0,6,0,0,1,-0.17399999,0,0,7.00E-03,3,0,0,0,0,0,0,0,0,0,0,0,0,0.22,1,0,0,0,0,6,0,0,5,0,0,0,0,1,0.223,0,0,0,1,0,1,2,1,0,5,0,1,4,0,0,3.60E-02,0,0.62,1,1,0,0,0.52899998,0,0,0,0,0.63200003,2,0,1.96,0.303,0,0.36700001,0,2,4,3,0,3.20E-02,0.96700001,0,0,4.30E-02,0,0,0,2,0.044,1,0,0,0,0,2,0.59600002,0,0,0,0,0,0,0.003,0,0,-9.70E-02,0,0,0.74299997,0,0,0,0,0,0,0,1,1,0,0,7.10E-02,0,0,0,0,0,0,0,2,0.667,0,4,6.30E-02,0,0,0,0,0.73500001,0.73500001,0,-3.60E-02,0.057,0,0,0,0.00E+00,0,0,0,0,0,0,0,1,0.34900001,0,0.347,0,0,0,0,0,0,0,7,0,-0.015,0,1,0,0,0.48699999,2,0,-0.107,0,0.67900002,1.49,0.53600001,8,0,0,0.88099998,0,0,1,-0.033,0.85100001,0.40099999,0,0,1,0,0,0,0,0,1,0,0.69999999,0,1,0.67799997,0,0,0,0,1,0.39199999,0.68699998,7,2,2,0,2,0,1,0,3,0,0,0.87800002,0.91500002,2,0,0.87800002,2,0,0.67299998,2,1,0,-0.271,0,6.50E-02,0,0,0,1.47,1,1,0,2,0,1,0,2,0,0,1,1,0,0.51700002,0,0,0,0.727,4,2,5.60E-02,0,-6.10E-02,3,0,0,8.20E-02,0,0,0,2,2.70E-02,0,0,0.50999999,0,-0.024,0,1,0,0,0.81599998,0.81599998,0.81599998,3,0.81599998,0.81599998,2,0.81599998,0.52999997,1,6,0,0.81599998,0,3,1,2,0,0,0,0.55000001,1,1,2,0,0.34,0,-4.70E-02,0,0,32,0,0,0,0,0,0.15899999,-0.602,0,0,0,0,0,0.003,0,6.50E-02,0.77700001,0,1,-6.80E-02,0,3,0,0.41800001,0,0,1.58,0,3,0,0,0,0,0.003,0,0.013,0.86799997,1,0,1,0,0,0,1,1,0,0.84899998,0,0,-0.131,0,0,1,9.90E-02,0.61299998,2,0,1,0,0.154,1,3.60E-02,5.30E-02,0.013,0,0,0,0.29300001,0.69300002,-0.222,0,0,0,26.993,0.271,0,0,0,0.171,1.01,-0.011,0,0,0.801,-0.28799999,16.569.999,0.85299999,12.888,0.22,0,0.052999999,0.76499999,0.85900003,0,0,1,0,0,0.414,0,0,0,26.930.001,0,0,0,0,26.930.001,0,0,1,0,0,0,0.69300002,0,0,0,1,0.72100002,0.171,0,0.94400001,-0.13600001,0,0,0.69300002,0,0,1.336,0,0,0,0,0.69300002,0,0,0,0,0,0,0,89.980.001,0.898,0.391,0.70099998,0.76599997,0,0.23,0.69300002,0.414,0,-0.048,0,-0.022,0.56400001,0.146,0,0,0,0,0,0,15.407,0,0.005,0,-0.043000001,0.105,0,-0.02,-0.023,0,0,0.69300002,0,0.114,0.236,0,1,0,0,0.48300001,0,0.22400001,0,0,0,0,0,0,0,0,0,0.331,0,0,0,0.69300002,0,0,0.72100002,0,2.681,0.88599998,0,0,0,1.441,-0.164,0,0,1,0.241,0.5,-0.12899999,0.69300002,0,-0.07,0,0,0,0,-0.005,0.40599999,1,0,0,0,1.155,0,0,0,0,-0.028000001,0.69300002,-0.161,0,0,0,0,0,0,-0.193,0,0,0,0,14.575,0,0,0,0,0.69300002,0,0,0.49200001,-0.028999999,0,0,0.829,0,0,-0.07,1.099,-0.092,0.69300002,0,0.76300001,1.414,0,0,0.898,0,-0.059999999,15,0,0,0,0,0,0,0.81599998,0,0.69300002,0,0,0,0.69300002,0,0.059999999,3.164,0,0,0,0.021,0.69300002,0,0.69300002,1.099,0,-0.29300001,0,0,0,0,0,0,0.69300002,0,0,0,0.69300002,17.410.001,0,0,0.055,0,10.568,1.099,0.03
1,53,53,0,0,1,2,1,0.52200001,0,0,0,0,0.91799998,0.58499998,2,0,0.792,0,0,0,2,-2,0,18.02,2,3.02,2.22,-4,2.71,0,3.5,-1,1,0,-2,0,0,1,0.63099998,0,0.53600001,0,1,0,0.53500003,88,0,16,0,0,0,2,0.5,5,48,0,0,0,0,0,-0.25,0.5,0.132,0,0,0,0,0.057,0,0,0,0,3,0,120,0,0.003,1,0,0,0,2,0,7.00E-03,0,0,-0.25,0.022,0,0,0,0,0,0.001,0,0,-1,0.204,0.61199999,1,-0.25,0,0.43900001,0,0.39300001,0,0.579,0.155,0,0,0,0,132,7.00E-03,0,-0.133,0,0,0,-0.12,0,-1,4,0,0,0,0,0.012,-0.25,0,0,-1.00E-02,0,0,5,0,0,3,-0.18799999,0,0,-0.037,1,0,0,0,0,0,0,0,0,0,0,0,0,-3.40E-02,3,1.75,0,6,0,3,0,0,8,0,0,0,0,2,-0.048,5,0,0,4,3,0,5,4,0,9,8,5,7,0,0,0,0,0,2,3,6,4,1,0,0,0,0,1,5,0,3,4.30E-02,0,0.015,10,3,16,6,0,-0.015,0.96399999,0.44400001,0,-0.012,-0.414,0,0,6,6.00E-03,0.94,0,11,0,0,3,1,0,1,0,0,0,0,-3.00E-02,0,0,2.70E-02,13,8.30E-02,1,0,0.70700002,0,0,0,2,0,6,4,0.44400001,0,1.00E-02,0,0,0,0,0,0,0.91799998,2.707,0,0,53.299.999,0.012,0,0,0,0,1.378,1.378,2,0.002,0.025,0.45899999,0,0,0,0,2,0,0,0,28.900.001,52.930.002,23.469.999,0,47.550.001,-0.009,0,35.550.001,0,0,0,0.70700002,0,3.516,7.052,-0.048,0,0.96399999,0,0,0,44.689.999,0,0.022,0,0,0.94,0,3.516,0,88.140.001,1.133,0,0,2.5,0.003,0.88999999,0.324,0,1,1.744,0,10.577,0,0,0,4,12.339,1,2.414,3.464,1,0,0,0,-1,16.670.001,0.20999999,1,10.253,8,16,0,1.693,0,4,0,3.983,0.001,0,1.127,0.88800001,3,0,1.127,6,0,1,2.325,13.329.999,0,0.13500001,0,0.005,0.001,0,1,1.72,17.180.001,23.329.999,0,35.320.001,0,4,0,32,0,0,2.25,1.414,0.004,1,0,0,0,1,0,0.96399999,0.027000001,0,-0.009,1.693,0,0,0.011,0,0,0.004,0.94,0.045000002,1.655,0,1,0,-0.016000001,0,13.329.999,0.75,0,1.756,1.755,1.767,15.140.001,1.767,1.762,64,1.767,1,0.88999999,3,0.017000001,1.719,0,4.914,2,4,0,0.91799998,0,1,5,1.414,35.320.001,0,0,1.946,0.085000001,0,0,44.02,0,0,1,0.017000001,1.5,0.017000001,-1.409,0,1.5,0,0,0.91799998,0.056000002,0,0.045000002,0,0,0.88800001,0.033,0,15.140.001,0,0,0,0,0.88999999,0,0,2,0,0,0,0.056000002,0,0.15800001,0.96399999,1.71,1.609,1.716,0,0,0,1.71,1.711,0,0.98000002,0,0,0.389,0,0,1.721,0,0.96399999,0.88800001,0,1.72,0,0.007,0.20999999,0.024,0.36899999,0.15800001,0,0,0,-0.028000001,1.609,0.094999999,0,0,0,47.480.001,0.90799999,-1,0,0,0.69,1.22,0.101,0,0,1,-0.167,0.043000001,1.357,33.897.999,0,0,0.36899999,0.96399999,1.365,0.69300002,0,1.155,0,0,1.051,0,0,0,47.919.998,0,0,0,0,62.189.999,0,0,1.363,0,0.93199998,0,33.670.001,0,0,0,1.298,1.34,0.69,0,0,-0.60500002,0,0,2.398,0,0,0.16,0,0,0,0,44.190.001,0,0.91799998,0,0,0.93800002,0,0,3.165,1.427,1.075,1,0.70099998,0,0,55.009.999,1.051,0,0.011,0,-0.017000001,0.001,0.303,0,0,0.75,0,0,0,44.250.002,0,0.31799999,0,0.013,0,0,0.001,0.081,1.427,0,65.939.999,0,0,0,0,1.561,1,0,1.339,0,0.006,0,0,1.5,0,0,0,0,0,0,-0.043000001,0,0,0.25,7.691,0,0,1.34,0,1.194,1,0,0,0,1.221,0.01,0,0,1.5,0.004,1,0.26100001,87.889.996,0,0.041000001,0,0,0,0,-0.009,0.023,3,0,0,0,1.316,0,0,0,0,0.001,98.879.995,-0.01,0,0,0,0,0,0,0.009,0,1.099,0,0,35.610.001,0,0,0,0,10.986,0,0,1,0.041000001,0,0,1,0,0,-0.039999999,1.946,-0.050000001,12.085,0,0.741,1.707,0,0,1.427,0,0.022,3,0,0,0,0,0,1.5,0.667,0,1.099,0,0,0,13.183,0,-0.028000001,0.95899999,0,0,0,-0.017000001,14.282,0,1.609,2.197,0,-0.002,0,0,0,0,0,0,15.381,0,0,0,16.479,0,0,0,-0.017999999,0,1.443,25.650.001,0.03
1,0,0,0,0,0,0,0.31099999,0,0,0,0,0,0.722,2,0,0,0,0,0,1.6,0,0,0,1,0.722,-2,-2,1,-2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,-0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.70E-02,0,0,0,0,0,0,0.022,0,0,0,0,0,0,0,0,0,-0.024,0,0,0,0,0,0,0,0,0,0,9.00E-03,0,0.31099999,0,0,0,0,0,0,5.60E-02,0,-0.65799999,0,0,0,-0.011,0,0,0,0,0,0,0,0.046,0,0,0,0.003,4,0,4,0,0,0,-0.60299999,0,0,-0.024,3,0,0,0,0,0,0,0,0,0,0,0,0,-0.111,0.29699999,0,0,0,0,4,0,0,2,0,0,0,0,0,-9.60E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36700001,0.28299999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.003,0.31299999,0,0,-8.00E-03,0,0,0,0,0.126,0.317,0,0,0,0,0,0,0,0,0,0,0,0,-0.023,0,0,-3.60E-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.30E-02,0,0,0,0,0,0,0,0,0.37599999,0,2,0.063000001,0,0,0,0,0,0,0,0.026000001,-0.25099999,0,0,0,0,0,0,0,0,0,0,0,0.29699999,0.71600002,0,0.65200001,0,0,0,0,0,0,0,2.984,0,0.002,0,0.93900001,0,0,0.294,0.37900001,0,-0.039999999,0,0.004,0.95099998,0.301,2.984,0,0,0,0,0,0,0.017000001,0.21600001,0.37400001,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0.333,0,0,0,0,0,0.421,0.333,0,0,0,0,0.94700003,0,0,0,0,0,0,0,0.23899999,1,0,0,0,0,0.333,0,0,0,0.289,0,0.17399999,0,0,0,0,0,0,0,0.266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041999999,1.263,0,0,0.028000001,0.94700003,0,0,-0.26899999,0,0,0,1.283,-0.012,0,0,0,0,-0.18700001,0,0,0,0,0,0,0,1.206,0,0,0,0,0,0.64700001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266,0,0.14,0,-0.007,0,0,16.049.999,0,0,0,0,0,-0.206,0,0,0,0,0,0,0,0,-0.008,0.007,0,0.71700001,0.081,0,1.206,0,0.171,0,0,0.79699999,0,0.046999998,0,0,0,0,0,0,0,0.33000001,1,0,1,0,0,0,1,1,0,0.54699999,0,0,-0.32699999,0,0,1,0.029999999,0.1,0.90200001,0,1,0,-0.22499999,25.280.001,0,0,0,0,0,0,0.063000001,0,0.31600001,0,0,0,15.04,0,0,0,0,0,0.94999999,-0.001,0,0,0.333,-0.02,0,0,0,0.333,0,0,0.29899999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.068000004,0,0,0,0,0,1.011,0,0,0,0,0,0,0,0,0,0,0,0,60.159.998,0,0,0,0.36700001,0,0.333,0,0,0,0.045000002,0,-0.17299999,0,0,0,0,0,0,0,0,90.889.997,0,0,0,0.035,0.333,0,-0.004,-0.017999999,0,0,0,0,0,0.333,0,0,0,0,0,0,0.30399999,0,0,0,0,0,0,0,0,0,0.061999999,0,0,0,0,0,0,0,0,1.732,0,0,0,0,1.09,-0.003,0,0,0,0.28,0,-0.37900001,0,0,0.059999999,0,0,0,0,-0.059,0,0,0,0,0,0,0,0,0,0,-0.006,0,0.124,0,0,0,0,0,0,0.005,0,0,0,0,96.999.998,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,-0.191,0,-0.12800001,0,0,0.035999998,1,0,0,0,0,-0.035999998,10,0,0,0,0,0,0,0.37599999,0,0,0,0,0,0,0,-0.14,2.392,0,0,0,-0.001,0,0,0,0,0,0.23100001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.152,0,63.470.001,0,0.03
1,0,0,0,-0.898,0,0,0.28400001,0,0,0,0,0,0.87400001,2,0,0,0.28999999,0,0,3,0,0,0,10,1.16,-4,-4,3,-4,0,0.847,3,0.212,0,0,0,0,0,0.49599999,1,0,0,3,0,0,14,1,8.5,0,2,0,7,0.50700003,9,12,1,1,0,0,0.354,1,0.5,-0.31799999,0,0,0,0,3,0,0,0,0,0,0,44,0,0.31299999,2,0,0,0,5,0,0.31999999,0,0,1,0.138,0.126,0,0,0,0,0.34200001,0,0,1,0.60399997,2,0,1,0,0.824,0,0.15800001,0,0.214,0.003,0,8.00E-03,0,0,74,1,0.125,-1,0,-2,0,-0.13,0,1,0,0,0,0,0,1,1,1,0,7.00E-03,12,0,20,0,0,10,-1,0,0,-0.088,6,0,0,0,0,0,0,0,0,0,0,0,0,-1,4,0.156,0,0,0,15,0,0,10,0,0,0,0,6,-1,8,0,0,20,18,2,16,20,2,17,0,35,17,0,0,0.60100001,0,0.56699997,3,8,63,9,3,1,0,0,0,4,20,3,8,0.22499999,0.222,0.147,0,8,74,20,0,-0.257,4,1.6,0,-0.324,0.61799997,0,0,24,0.146,4,0,0,0,0,4,3,0,0,0,0,0,0,-6.10E-02,0,0,-0.53899997,0,0.45100001,20,0,1,0,0,0.001,0,0,44,4,0.63999999,0.001,0.55699998,0,0.003,0,0,0,0.003,0.97100002,41.209.998,0.588,0,1.7,0.48800001,0,0,0.01,0.01,20,20,0,0.035,-0.78600001,0.21799999,0,0,0,3,10,1,0.028999999,0.028999999,10.289,36.110.001,38.139.999,1.057,76.100.001,0.949,0,27.079.999,0,0,0.079999998,1.354,0.079999998,74.087.997,45.539.999,-0.126,0,52.550.001,0.354,1,50.970.001,15.513,0.57499999,-0.59500003,0.199,0.50800002,5.29,51.999.998,78.200.996,0,55.089.998,82.880.001,0.199,0,64.169.998,0.021,37.030.001,0.138,0,3,16.576,0,64.689.999,0,0,0.433,20,74.310.002,0.82599998,1.618,10.69,0.778,0.433,0,0.052999999,1,3.2,0.147,0.81400001,14.485,20,56,-0.61799997,34.166,0,12,0,56.139.998,0.80199999,0.354,82.880.001,3.786,5,0,82.880.001,14,0,0.77600002,5,2,0,0.37,0,0.20900001,0.80199999,0,4,16.576,16.576,54.330.001,0.70700002,20.827.999,0,20,2,164,0,0,50.349.998,2.414,1.271,0.667,0,0,-0.61799997,0.736,1.645,11.679,-0.79900002,0,0.035,36.117.001,0,0,-0.82499999,0.70700002,0,1.271,11.866,-0.012,45.929.999,0,0.66399997,0,0.58399999,0.354,20.940.001,0,1,36.930.001,36.930.001,36.930.001,39.245.998,36.930.001,36.930.001,488,36.930.001,0.722,44.819.999,34.466.999,1.768,3.631,0,88.500.004,4,8,0,1.522,0,0.73900002,35,2.414,22.056,0,30.220.001,1.946,0.028000001,0,0,72.169.998,0,0,1.914,1.768,0,-0.62900001,-38.759.999,0,0,0,0,1.522,22.320.001,0,-0.73699999,0.64999998,0,46.490.002,0.162,0,41.471.001,0,34.400.001,0,2,80.170.002,0.588,1.751,3.414,0,0,0,22.320.001,0,2.618,53.629.999,2.204,1.386,2.204,0.69300002,0.69300002,0,2.204,2.204,0,1.944,-0.61799997,0,0.121,0,2.352,2.204,1.464,3.355,8.743,0,2.204,0,-0.67799997,2.013,0.148,28.959.999,2.618,0,0,0,-0.35499999,1.609,0.37200001,0,0,1.099,417.827,0.34900001,1,0,0,3.046,0.95999998,0.208,0.449,0,0.88700002,-0.47299999,1.332,1.609,52.650.002,0.118,0,28.959.999,37.809.999,1.609,2.079,0,15.089.999,0,0,30.450.001,0,0,0,97.869.997,0,0,0.69300002,0,97.869.997,0.382,0,20.020.001,0,1.386,0,3.135,0,0,0,1,2.865,3.046,0,1.918,-0.37900001,0,0,2.398,0,3,0.96200001,0,0,0,0,4.007,0,1.846,0,0,1.386,0,0.57300001,49.155.998,24.449.999,2.191,0.83099997,0.55500001,0,0.13500001,49.050.002,30.450.001,1.099,0.264,0,0.52999997,0.185,0.131,0,0,0,0,0,0,125.049,0,31.289.999,0.102,0.23,0.082999997,39.977.001,-0.063000001,0.21699999,0,0,58.319.998,0,0.054000001,0.13600001,0,22.909.999,1.618,0,2.191,0,1.137,0,0.097000003,31.459.999,0,0,1.099,0,0,0,-0.303,0,0,0.26199999,67.719.998,0,0,2.865,0,33.831.001,0.94599998,0,0,0,3.401,0.34999999,0,0,2.25,1.035,0.301,0.094999999,77.210.002,0,0.103,0,0,0,0,0.175,10.420.001,2.618,36.646,0,0,41.209.998,0,1.432,24.806,2,-0.068999998,86.750.002,0.26800001,0,0,0,0.023,0,0.082999997,0.338,0,1.946,0,0,134.202,0,0,0,0,9.632,0,0,0.69300002,0.121,0.082999997,0,0.91900003,0.015,0,0.124,27.079.999,-0.068000004,10.592,0,1.006,2.155,0,0,24.449.999,0,-0.088,136,0,0.52700001,0,0.354,0,0,0.55900002,21.559.999,1.609,0.041999999,0.006,0,11.552,0.88300002,-0.40000001,42.408.001,0,0.382,0,-0.027000001,12.513,0,2.398,32.190.001,0.018999999,0.81800002,0,0,0.69300002,0,0.018999999,0,13.475,0.082999997,0,0,14.437,1.136,0,0.69300002,-0.42500001,0.55900002,24.806.999,37.609.999,0.632
